index,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
0,GridEngineJobsTest.java,1.0,1.0,1.0,1.0,11.0,3.0,7.0,0.0,1.0,0.0,0.0,15.0,15.0,15.0,1.0,15.0,0.0,0.0,0.0,15.0,231.0,79.0,149.0,91.0,80.0,8.0,91.0,117.0,82.0,35.0,3.0,3.0,3.0,3.0,2.0,0.05,21.0,21.0,21.0,17.0,1.0
1,DirectoryStream.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,2.0,36.0,7.0,11.0,9.0,0.0,18.0,7.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,15.0
2,JobScriptGenerator.java,2.0,2.0,2.0,1.0,18.0,5.0,13.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,9.0,19.0,8.0,10.0,0.0,13.0,17.0,9.0,8.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,9.0
3,ProxyCredentialImplementation.java,1.0,1.0,1.0,1.0,9.0,0.0,3.0,5.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,4.0,63.0,8.0,21.0,9.0,7.0,34.0,10.0,15.0,9.0,6.0,2.0,2.0,2.0,1.0,0.0,1.62,5.0,5.0,5.0,4.0,10.0
4,OctopusEngine.java,1.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,1.0,3.0,7.0,14.0,14.0,11.0,6.0,14.0,0.0,1.0,0.0,13.0,220.0,52.0,128.0,55.0,55.0,40.0,64.0,98.0,53.0,45.0,4.0,4.0,4.0,3.0,2.0,0.31,25.0,25.0,25.0,20.0,18.0
5,Jobs.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,11.0,0.0,0.0,0.0,11.0,183.0,14.0,21.0,20.0,0.0,148.0,18.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05,0.0,0.0,0.0,0.0,32.0
6,CredentialsAdaptorImplementation.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,60.0,6.0,13.0,12.0,0.0,41.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0
7,CredentialImplementation.java,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,5.0,7.0,0.0,1.0,1.0,5.0,78.0,17.0,39.0,19.0,14.0,22.0,21.0,29.0,17.0,12.0,1.0,1.0,1.0,1.0,0.0,0.56,7.0,7.0,7.0,7.0,18.0
8,LocalJobs.java,2.0,2.0,3.0,1.0,12.0,2.0,10.0,0.0,1.0,1.0,2.0,18.0,18.0,17.0,10.0,18.0,0.0,5.0,0.0,13.0,317.0,78.0,234.0,89.0,122.0,6.0,126.0,176.0,78.0,98.0,5.0,5.0,6.0,4.0,2.0,0.03,48.0,48.0,56.0,31.0,33.0
9,AttributeNotSupportedException.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,15.0,5.0,10.0,5.0,3.0,0.0,4.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,11.0
10,OctopusFactory.java,1.0,1.0,1.0,1.0,11.0,0.0,2.0,8.0,1.0,3.0,0.0,4.0,4.0,1.0,0.0,4.0,0.0,1.0,0.0,3.0,65.0,8.0,17.0,9.0,3.0,40.0,7.0,12.0,9.0,3.0,1.0,1.0,1.0,1.0,0.0,2.35,4.0,4.0,4.0,4.0,9.0
11,Sandbox.java,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,15.0,15.0,15.0,6.0,15.0,0.0,1.0,0.0,14.0,112.0,28.0,84.0,32.0,31.0,0.0,41.0,65.0,35.0,30.0,2.0,2.0,2.0,1.0,1.0,0.0,21.0,21.0,21.0,15.0,28.0
12,JarFsClassLoader.java,2.0,2.0,2.0,1.0,13.0,2.0,10.0,1.0,1.0,1.0,1.0,9.0,9.0,8.0,2.0,9.0,0.0,2.0,3.0,4.0,170.0,35.0,120.0,47.0,66.0,15.0,63.0,90.0,46.0,44.0,6.0,6.0,7.0,4.0,3.0,0.12,23.0,23.0,24.0,15.0,1.0
13,ConnectionLostException.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,4.0,10.0,5.0,3.0,0.0,4.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,12.0
14,PathAttributesPairImplementation.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,26.0,6.0,20.0,12.0,4.0,0.0,10.0,14.0,10.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0
15,PathAttributesPair.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,25.0,3.0,5.0,4.0,0.0,17.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,8.0
16,SshOutputStream.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,9.0,9.0,9.0,2.0,9.0,0.0,0.0,0.0,9.0,67.0,12.0,48.0,24.0,13.0,7.0,17.0,28.0,16.0,12.0,1.0,1.0,1.0,1.0,1.0,0.15,9.0,9.0,9.0,9.0,11.0
17,FileSystemImplementation.java,2.0,2.0,2.0,2.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,9.0,9.0,9.0,6.0,9.0,0.0,0.0,0.0,9.0,90.0,16.0,74.0,32.0,35.0,0.0,38.0,57.0,25.0,32.0,10.0,10.0,10.0,10.0,2.0,0.0,20.0,20.0,20.0,18.0,10.0
18,PasswordCredentialImplementation.java,1.0,1.0,1.0,1.0,7.0,0.0,3.0,4.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,25.0,4.0,10.0,5.0,2.0,11.0,4.0,7.0,5.0,2.0,2.0,2.0,2.0,1.0,0.0,1.1,3.0,3.0,3.0,2.0,13.0
19,LocalUtils.java,2.0,2.0,2.0,1.0,12.0,2.0,10.0,0.0,1.0,8.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,131.0,32.0,98.0,29.0,51.0,1.0,48.0,74.0,33.0,41.0,4.0,4.0,4.0,1.0,2.0,0.01,23.0,23.0,23.0,8.0,42.0
20,OctopusFactoryTest.java,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,6.0,15.0,12.0,2.0,0.0,10.0,12.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0
21,QueueStatusImplementation.java,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,4.0,6.0,0.0,0.0,0.0,6.0,49.0,11.0,38.0,21.0,10.0,0.0,18.0,25.0,15.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,6.0,6.0,6.0,13.0
22,Job.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,33.0,4.0,6.0,5.0,0.0,23.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,0.0,14.0
23,LocalDirectoryStream.java,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,7.0,7.0,7.0,5.0,7.0,1.0,1.0,0.0,5.0,97.0,18.0,74.0,30.0,30.0,5.0,35.0,51.0,25.0,26.0,4.0,4.0,4.0,4.0,2.0,0.07,15.0,15.0,15.0,13.0,13.0
24,InvalidLocationException.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,4.0,10.0,5.0,3.0,0.0,4.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,12.0
25,OctopusRuntimeException.java,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,28.0,7.0,21.0,9.0,9.0,0.0,10.0,15.0,8.0,7.0,2.0,2.0,2.0,1.0,1.0,0.0,4.0,4.0,4.0,3.0,1.0
26,NoSuchOctopusException.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,4.0,10.0,5.0,3.0,0.0,4.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0
27,CopyOption.java,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,23.0,4.0,13.0,5.0,4.0,6.0,4.0,8.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,0.46,5.0,5.0,5.0,5.0,15.0
29,OpenOption.java,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,2.0,42.0,8.0,9.0,8.0,0.0,25.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.78,2.0,2.0,2.0,2.0,11.0
30,SchedulerConnection.java,2.0,2.0,2.0,1.0,15.0,2.0,10.0,2.0,1.0,2.0,2.0,12.0,12.0,10.0,5.0,12.0,0.0,3.0,0.0,9.0,246.0,58.0,162.0,64.0,92.0,27.0,87.0,115.0,62.0,53.0,5.0,5.0,7.0,3.0,2.0,0.17,30.0,30.0,35.0,16.0,54.0
31,IncompatibleServerException.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,17.0,6.0,11.0,6.0,3.0,0.0,5.0,8.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
32,AbsolutePath.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,17.0,0.0,17.0,0.0,0.0,0.0,17.0,166.0,19.0,21.0,20.0,0.0,126.0,19.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0
33,RelativePath.java,2.0,2.0,2.0,1.0,17.0,2.0,8.0,6.0,2.0,0.0,1.0,29.0,29.0,29.0,3.0,29.0,0.0,1.0,0.0,28.0,582.0,99.0,271.0,67.0,157.0,212.0,126.0,204.0,68.0,136.0,10.0,10.0,11.0,8.0,6.0,0.78,76.0,76.0,83.0,44.0,22.0
35,CoreTest.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,3.0,7.0,4.0,1.0,0.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
36,JobStatus.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,7.0,62.0,9.0,11.0,10.0,0.0,42.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,0.0,24.0
37,ParallelProcess.java,3.0,3.0,3.0,1.0,18.0,3.0,14.0,0.0,1.0,0.0,1.0,5.0,5.0,5.0,6.0,5.0,2.0,1.0,0.0,2.0,131.0,31.0,97.0,33.0,53.0,3.0,64.0,81.0,36.0,45.0,5.0,5.0,5.0,1.0,2.0,0.03,16.0,16.0,16.0,5.0,1.0
38,GridengineAdaptor.java,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,6.0,10.0,10.0,9.0,1.0,10.0,1.0,0.0,0.0,9.0,102.0,24.0,75.0,38.0,28.0,3.0,32.0,48.0,30.0,18.0,5.0,5.0,8.0,3.0,2.0,0.04,14.0,14.0,17.0,12.0,5.0
39,OSUtils.java,2.0,2.0,2.0,1.0,9.0,1.0,8.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,4.0,11.0,4.0,5.0,0.0,4.0,7.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0
40,Credentials.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,65.0,7.0,11.0,10.0,0.0,47.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0,0.0,20.0
41,Octopus.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,7.0,76.0,15.0,15.0,14.0,0.0,46.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.0,8.0
42,LocalFileAttributes.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,16.0,16.0,16.0,5.0,16.0,0.0,0.0,0.0,16.0,126.0,28.0,89.0,48.0,24.0,9.0,37.0,55.0,33.0,22.0,2.0,2.0,2.0,1.0,1.0,0.1,17.0,17.0,17.0,16.0,22.0
43,LocalJobExecutor.java,1.0,1.0,1.0,1.0,7.0,1.0,6.0,0.0,1.0,0.0,1.0,12.0,12.0,12.0,7.0,12.0,0.0,3.0,0.0,9.0,138.0,38.0,99.0,35.0,49.0,1.0,49.0,71.0,33.0,38.0,5.0,5.0,5.0,1.0,2.0,0.01,20.0,20.0,20.0,12.0,4.0
44,SshDirectoryAttributeStream.java,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,4.0,6.0,1.0,0.0,0.0,5.0,66.0,12.0,54.0,32.0,18.0,0.0,30.0,39.0,26.0,13.0,3.0,3.0,3.0,3.0,2.0,0.0,8.0,8.0,8.0,8.0,15.0
45,SshJobExecutor.java,1.0,1.0,1.0,1.0,8.0,1.0,7.0,0.0,1.0,0.0,1.0,12.0,12.0,12.0,10.0,12.0,0.0,3.0,0.0,9.0,152.0,40.0,111.0,41.0,54.0,1.0,58.0,81.0,38.0,43.0,5.0,5.0,5.0,1.0,2.0,0.01,21.0,21.0,22.0,12.0,3.0
46,UnsupportedOperationException.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,4.0,10.0,5.0,3.0,0.0,4.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,7.0
48,FileVisitResult.java,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,25.0,6.0,7.0,6.0,0.0,12.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.71,2.0,2.0,2.0,2.0,5.0
49,CommandNotFoundException.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,15.0,5.0,10.0,5.0,3.0,0.0,4.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,11.0
50,NoSuchSchedulerException.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,4.0,10.0,5.0,3.0,0.0,4.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0
51,QstatOutputParserTest.java,1.0,1.0,1.0,1.0,8.0,2.0,5.0,0.0,1.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,7.0,89.0,29.0,58.0,37.0,24.0,2.0,31.0,41.0,30.0,11.0,1.0,1.0,1.0,1.0,1.0,0.03,7.0,7.0,7.0,7.0,6.0
52,UnsupportedIOOperationException.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,4.0,10.0,5.0,3.0,0.0,4.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,7.0
53,Files.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,27.0,0.0,27.0,0.0,0.0,0.0,27.0,432.0,31.0,46.0,45.0,0.0,355.0,41.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72,0.0,0.0,0.0,0.0,26.0
54,JobsEngineTest.java,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0,84.0,16.0,67.0,43.0,24.0,2.0,37.0,47.0,33.0,14.0,1.0,1.0,1.0,1.0,0.0,0.03,9.0,9.0,9.0,9.0,17.0
55,AdaptorStatus.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,48.0,7.0,9.0,8.0,0.0,32.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,0.0,0.0,0.0,9.0
56,SshJobs.java,1.0,1.0,2.0,1.0,9.0,1.0,7.0,0.0,2.0,2.0,3.0,22.0,22.0,20.0,9.0,22.0,0.0,6.0,0.0,16.0,311.0,77.0,225.0,99.0,104.0,9.0,118.0,164.0,87.0,77.0,5.0,5.0,6.0,3.0,2.0,0.04,43.0,43.0,51.0,26.0,58.0
57,SshAdaptor.java,2.0,2.0,2.0,1.0,10.0,0.0,9.0,0.0,1.0,0.0,11.0,19.0,19.0,19.0,4.0,19.0,3.0,2.0,5.0,9.0,350.0,57.0,236.0,92.0,126.0,58.0,127.0,169.0,85.0,84.0,11.0,11.0,13.0,1.0,3.0,0.25,48.0,40.0,50.0,19.0,56.0
58,FilesEngineTest.java,1.0,1.0,1.0,1.0,6.0,0.0,4.0,1.0,1.0,0.0,0.0,35.0,35.0,35.0,0.0,35.0,0.0,0.0,0.0,35.0,306.0,56.0,224.0,138.0,99.0,36.0,115.0,152.0,104.0,48.0,2.0,2.0,2.0,1.0,1.0,0.16,36.0,36.0,36.0,35.0,13.0
59,LocalDirectoryAttributeStream.java,2.0,2.0,2.0,2.0,9.0,0.0,9.0,0.0,1.0,0.0,0.0,7.0,7.0,7.0,6.0,7.0,1.0,1.0,0.0,5.0,116.0,18.0,91.0,38.0,40.0,7.0,46.0,64.0,33.0,31.0,5.0,5.0,5.0,5.0,3.0,0.08,17.0,17.0,17.0,15.0,15.0
60,NotConnectedException.java,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,4.0,10.0,5.0,3.0,0.0,4.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,11.0
61,OctopusEngineTest.java,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,9.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0,95.0,16.0,79.0,42.0,38.0,0.0,42.0,55.0,34.0,21.0,2.0,2.0,2.0,1.0,1.0,0.0,12.0,12.0,12.0,9.0,8.0
62,OctopusPropertiesTest.java,1.0,1.0,1.0,1.0,10.0,1.0,8.0,0.0,1.0,0.0,0.0,58.0,58.0,58.0,0.0,58.0,0.0,0.0,0.0,58.0,736.0,170.0,552.0,290.0,345.0,14.0,321.0,398.0,231.0,167.0,2.0,2.0,2.0,1.0,1.0,0.03,76.0,76.0,76.0,58.0,17.0
63,SshFileAttributes.java,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,0.0,12.0,16.0,16.0,16.0,2.0,16.0,0.0,0.0,0.0,16.0,143.0,26.0,117.0,55.0,49.0,12.0,49.0,75.0,40.0,35.0,10.0,10.0,10.0,1.0,1.0,0.1,25.0,25.0,30.0,16.0,21.0
64,FilesEngine.java,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,0.0,1.0,31.0,31.0,31.0,1.0,31.0,0.0,2.0,0.0,29.0,239.0,43.0,185.0,95.0,65.0,11.0,74.0,114.0,67.0,47.0,4.0,4.0,4.0,4.0,1.0,0.06,39.0,39.0,39.0,37.0,38.0
65,OutputReader.java,2.0,2.0,2.0,1.0,9.0,1.0,7.0,0.0,1.0,0.0,0.0,7.0,7.0,7.0,3.0,7.0,0.0,2.0,0.0,5.0,95.0,20.0,63.0,17.0,35.0,13.0,29.0,44.0,17.0,27.0,5.0,5.0,5.0,4.0,3.0,0.21,14.0,14.0,14.0,10.0,33.0
66,FileAttributes.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0,152.0,19.0,20.0,19.0,0.0,113.0,18.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0,0.0,12.0
67,PosixFilePermission.java,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,2.0,49.0,3.0,12.0,11.0,0.0,34.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.83,2.0,2.0,2.0,2.0,18.0
